,Tweets,label
606,I DON'T KNOW WHERE I WAS AT THIS TIME BUT I HAVE RETWEETED NOW AND I'VE BEEN WAITING THE DM FOR A LONG TIME unhappy ,negative
607,need moodbooster juseyo unhappy  ,negative
608,i miss you too unhappy ,negative
609,Wth why did 4/20 have to happen during the Easter holidays it's one of the best days in Leeds unhappy ,negative
610,hakyeon turns 27 soon oh my god no he's still a baby unhappy ,negative
611,It's gray outside today unhappy ,negative
612,I ordered car yesterday,negative
613, dealer said loads of cars were returning due to disabled losing them sad ,negative
614,Gotta keep trying before i have to quit to work unhappy  pick me please! give ,negative
615,Definitely my arms unhappy  ,negative
616,I literally couldn't see a thing when they were at the back of the stage,negative
617, the girl in front of me was ,negative
618,Definitely my arms unhappy  ,negative
619,getting up this morning was a hassle unhappy ,negative
620,My mom knows the struggle of this drystreak I'm on unhappy  ,negative
621,Haven't played FM in a long time. I really should. unhappy ,negative
622,Someone messed up unhappy  Available**,negative
623,I miss my baby unhappy ,negative
624,Yesterday's faci so cute! But he 30+ :(Today's faci is old eeyer,negative
625,yes jenniessi? ,negative
626,SO PRECIOUS I REALLY MISS HIM unhappy   ,negative
627,Louis_Tomlinson follow me please? unhappy ,negative
628,I WAITED FOR U unhappy ,negative
629,That makes me sad. unhappy  I wasn't friends with her like you,negative
630, but I liked seeing her posts and love her wri ,negative
631,I WAITED FOR YOU unhappy  ,negative
632,U4v9rr I wish I had noted the gentleman's name unhappy  but if you find out who he is,negative
633, please do commend him. H ,negative
634,I do it for 5/6 times a week leh sad  and yes closing is damn fuck opening so much better,negative
635,no one is selling vhope banners what?  sad ,negative
636,All my irls are coming at me because I meet the boys too much and I don't deserve any of it unhappy ,negative
637,you might set the whole place on fire.  ,negative
638,i'll try sad and yes i am unhappy ,negative
639,Goodmorning!! My Parents are taking kids for lunch today- they are off school-Report Card! I'm wor ,negative
640,yeah sad ,negative
641,Streaming later in the day (night stream) since i have to go and take care of the internet contract,negative
642, sorry guys unhappy ,negative
643,True unhappy ,negative
644,help me too unhappy  as an early birthday gift huhu,negative
645,Definitely my arms unhappy  ,negative
646,Just please look at how scared and full of tence lauren's face is after tryin reaching camila's hand,negative
647, baby unhappy  (bett,negative
648,aww eunji didnt see win today sad  but congratulations to winner !!!!,negative
649,You can have mine and I'll take the iPhone. I'm switching back when my contract is up... in a year and a half unhappy ,negative
650,i know.. i really want his ranks to rise a lot during tmr's episode but seeing how many tweet about him.. unhappy ,negative
651, Hitches Ride For Final unhappy  ,negative
652,White genocide is not a thing. Its figment of your imagination. Youre a victim of nothing but disinformation. ,negative
653,one direction (band)  whats going on unhappy ,negative
654,Too bad i can't watch it unhappy  that cake is cute and looks delicious,negative
655,Definitely my arms unhappy  ,negative
656,give me my own AHN MINHYUK juseyoooo unhappy ,negative
657,sorry unhappy  i just need sex for the time being,negative
658,Definitely my arms unhappy  ,negative
659,wants to say HI to you.,negative
660,this is jimin to yoongi unhappy  ,negative
661,It seems they cost abut 40k a year? I'm paying half that for my full education and don't get treat ,negative
662,Definitely my arms unhappy  ,negative
663,come to Miami sad  ,negative
664,TW: S AssaultActually horrified how many friends of mine women I talk to have been sexually assaulted in past. Just found out another unhappy ,negative
665,my heart unhappy  ,negative
666,soph please don%27t win again unhappy   jk.. good luck i think you will draw a good poster,negative
667,sad  I don't,negative
668, unfortunately,negative
669,i really feel for that lamp unhappy ,negative
670,sadly I'm not unhappy ,negative
671,last kiss unhappy  ,negative
672,WHY ARE YOU WHIMPER AT ME? ,negative
673,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,negative
674,Been streaminuteg for 45 minute not understanding a thing and still.. unhappy ,negative
675,Why is it so difficult for me to get at least a chance unhappy ,negative
676,for some reason last.fm unlinks from spotify and i miss like a month of scrobbles before i notice unhappy ,negative
677,only take season 9 off ,negative
678,Definitely my arms unhappy  ,negative
679,Definitely my arms unhappy  ,negative
680,All of the park areas in Paris are marked as green on Google maps,negative
681, but in reality they're just patches of dusty dirt unhappy ,negative
682,ill be at work just a second come on unhappy ,negative
683,and he's still taking over a quarter of the billboard charts while x is,negative
684,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,negative
685,Guys please help I tried to smoke some lettuce earlier but now my salad is ruined unhappy ,negative
686,CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? unhappy ,negative
687,instant message still bored unhappy ,negative
688,this is jimin to yoongi unhappy  ,negative
689,My heart hurts. sad  I hate people ,negative
690,can just see the edge creeping in unhappy  ,negative
691,Its not organicthey'll shoehorn it inbut plot  character developmentMCU netflix has lesWhat support ,negative
692,I suddenly miss you ate unhappy ,negative
693,Biggest problem for paper books is storage unhappy ,negative
694,i havent been this early to school since last semester unhappy ,negative
695,Pierces like a bitch unhappy ,negative
696,I think that's one of the hottest part of your body  ,negative
697,wow this is amazing but i won't be in the country unhappy  ,negative
698,Definitely my arms unhappy  ,negative
699,i want harry's phonecase sad ,negative
700,Work at 7 this morning unhappy ,negative
701,jungkook looks like he gives the biggest and warmest hugs unhappy  ,negative
702,Ah Baba no idea tori olorun. May I never be a victim of such case ,negative
703,PSA: REMEMBER THIS WHEN YOU ASK ARTISTS TO DRAW FOR YOU. I'd say the same thing for writers but apparently commissi ,negative
704,I want to give him everything that makes him happy just to see this smile unhappy ,negative
705,I miss Jamie boy and we're both sick unhappy ,negative
706,what if the one direction (band)  itself is the one who's giving up? unhappy  ,negative
707,damn ify ate unhappy ,negative
708,Whaaattt ,negative
709,don't rt to save a guy's life ,negative
710,Nooo your hair color is pretty ,negative
711,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
712,Definitely my arms unhappy  ,negative
713,where's justin i miss him unhappy ,negative
714,Someone should bring me breakfast to work unhappy ,negative
715,Thats grim unhappy ,negative
716,oh noooo baby unhappy ,negative
717,I'm so tired unhappy ,negative
718,I miss you Levi unhappy ,negative
719,i left my headphones at home unhappy  kms,negative
720,I wish I was meeting OA again unhappy ,negative
721,A year ago today is the last time Sakho played for us unhappy ,negative
722,they would have sustained their fame if they did unhappy ,negative
723,I miss him unhappy  ,negative
724,ich will ned unhappy ,negative
725,When your online crush comes to the meet-up without their Snapchat filter unhappy  ,negative
726,This is by far my worst day of 2017 since January 8th unhappy  crying  crying .,negative
727,Note to self: Dont get to attached crying ,negative
728,Mine hasn't been sending stuff unhappy ,negative
729,Definitely my arms unhappy  ,negative
730,Roc Boyz sad  ,negative
731,i love you but I can%27t be arsed i don%27t know why people keep saying it unhappy ,negative
732,No Celtics or Bruins today unhappy  At least Sale is pitching for the Sox,negative
733,I honestly think that their just trying to get rid of me and make a mockery out of me in my Town because i just wont admit it. unhappy ,negative
734,Nooo your hair color is pretty ,negative
735,Aseek ,negative
736,Bantay? unhappy ,negative
737,Trying to get in touch with but their numbers appear to be down! unhappy ,negative
738,Need your help guys crying  ,negative
739,A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person ,negative
740,I need lessons to learn how to start conversations with people and keep chatting with them unhappy ,negative
741, Who hacked me unhappy ,negative
742,Damn you both,negative
743, I won't be on till later! unhappy ,negative
744,Lets hope a VIP does this good deed. I want to watch this too . They shouldn't have done thi ,negative
745,sometimes at night i feel scared and vulnerable crying ,negative
746,If you really want to dye it don't go lighter ,negative
747,how come i didn't get a reminder email this month unhappy ,negative
748,wowwow these are all so cute unhappy  i wantt ,negative
749, [PLEASE RT] he'll buy me a blinking taehyung headband,negative
750, if i get 900 retweets and 900 likes. help me :(un,negative
751,younhappy  I'll keep it jyoust for you,negative
752,Damn it isn't available here unhappy  ,negative
753,it's $10 but also free postage. i wish the seller had yanan and yeo one too. unhappy ,negative
754,Don kray denial of normal bi say ,negative
755,Same unhappy  I've unfollowed so many people ugh,negative
756, it's such a negative pit of unhappiness,negative
757,its ending soon aah unhappy ,negative
758,Definitely my arms unhappy  ,negative
759,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,negative
760,Faltan Russel  why Noodle unhappy ,negative
761,yeah i am unhappy  thank you so much my angel ,negative
762,i miss jihoon sad ,negative
763,We lost: at Jacksonville,negative
764, 2010 Week 11,negative
765, 24-20 unhappy ,negative
766,i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,negative
767,Guess who's not getting a unicorn frappuccino because they're sold out unhappy ,negative
768,what if the one direction (band)  itself is the one who's giving up? unhappy  ,negative
769,come back callie  gabbie d ghost unhappy  i love you both,negative
770,unhappy  oh man..,negative
771,it kind of feels like a sunburight now right now sad  someone please make the nobby things on glasses not slip,negative
772,Guess who's not getting a unicorn frappuccino because they're sold out unhappy ,negative
773,Would really like it if the coandsole versioands and got the update to makr it like the Steam versioand. =(,negative
774,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number.. cont1,negative
775,Sooooo feels like a Friday today unhappy ,negative
776,Definitely my arms unhappy  ,negative
777,I miss talking to yoyoyou  who are yoyou younhappy  yoyou can always still talk to me ,negative
778,This picture makes me sad unhappy  ,negative
779,why can't dogs just live forever unhappy ,negative
780,I understand that look sad ,negative
781,my boyfriend mad cute unhappy ,negative
782,i miss minmin crying ,negative
783,good morning i had a nightmare and i'm still wondering why maddie hates me. this is only the beginning of the day unhappy ,negative
784,pake unhappy ,negative
785,I miss London already unhappy ,negative
786,jyoustinbieber can you please follow me on daianeryoufato i've been trying for too long unhappy  i love you so much baby! xx (April 20,negative
787, 2017 at 08:45AM),negative
788,Deep scratch ;_;All the paint is gone  you see the bare metal. So it needs to be fixed to avoid getting a rusting car soon unhappy ,negative
789,when will you go here in batangas? sad  ,negative
790,I miss you more unhappy ,negative
791,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,negative
792,this wasnt meant to sound ano sad ,negative
793,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,negative
794,One year ago today unhappy  ,negative
795,this song will always be one of my faves unhappy  ,negative
796,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,negative
797,fuck get me followers unhappy  my ratio is amazing,negative
798,mom please stop making cookies,negative
799, they're like 90 calories per piece unhappy  ,negative
800,I miss the 7/27 costumes unhappy ,negative
801,why did she delete the tweet,negative
802, now I need a different pinned tweet unhappy  ,negative
803,[thinks about how tfp soundwave is forever trapped in the void realm] unhappy ,negative
804,You deserve better . Hope you'll be okay unhappy  ,negative
805,mane has been amazing unhappy ,negative
806,Dammit the effect of the linearts doesn't show so nicely on twitter unhappy ,negative
807,but like HOW LONG IS A WHILE?! i didn't want him to be back but he puts me in such a good mood so i don't want him ,negative
808,we can get pork katsudon at Tokyo Diner! Tho it doesn't have egg in it unhappy ,negative
809,before anyone else we ass hole unhappy ,negative
810,the anniversary of josh's death unhappy ,negative
811,so sorry I havent been checking my tweets unhappy  We are all here for you!,negative
812,Aww unhappy  I'm on Coeurl,negative
813,Oh no unhappy ,negative
814,I liked a video ,negative
815,my puppies deserves all better unhappy  ,negative
816,My husband has a family history with the mafia too but he doesn't know the stories sad ,negative
817,WTF Canada 2017 and you are still in the 1700s. I Will Never support,negative
818, buy or do anything that supports Canada until,negative
819,suuuuuuuuss scared crying ,negative
820,One table last night told me I look like a graceful ballerina gliding through tables- then another told me I looked like a flash dancer unhappy ,negative
821,seem I want to drop this account to wuhyungwon unhappy  ,negative
822,Don't ask. Two special issues lined up. unhappy ,negative
823,you got to rest,negative
824, man. : ( ,negative
825,Does anyone have a 7 adapter or 7 earbuds i can borrow for the day? Left mine in my car unhappy ,negative
826,I'm staying here in SA unhappy ,negative
827,Preacher...... unhappy ,negative
828,Umma why you do this crying ,negative
829,I miss it already unhappy ,negative
830,Well thanks for stoping by unhappy ,negative
831,Why? You don't like blonde hair? unhappy ,negative
832,3. That's a lot cheaper and easier than make your own. My schematic needs special cables that doesn't come easy. unhappy ,negative
833,Pozuelo (formerly of Swans) and Suso (Liverpool now AC),negative
834, both look so so good at there current clubs. Shame they never cut it in the PL unhappy ,negative
835,Gorbachev done  w/o fear. Thought bold enough to implement his vision on Damp Squib unhappy ,negative
836,WUUT SERIOUSLY? ,negative
837,Who got to pen today man crying ,negative
838,As if this process hasn't been frustrating enough,negative
839, it's just got 3 years longer unhappy   ,negative
840,Roc Boyz sad  ,negative
841,Ravel Morrison unhappy  ,negative
842,That is super scary unhappy ,negative
843,Same. unhappy  I got a 12h stream coming up for my Bday in 8 hours. And I'm still not sleeping. ,negative
844,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,negative
845,Ps4 mate,negative
846, got to aksis 2nd part and have a CP for him but have never completed it since return on investment dropped laughing out loud unhappy ,negative
847,we left it all unspoken,negative
848, we buried it alive and now it's screaming in my head crying ,negative
849,DONT LAUGH unhappy  MEANIE BASE ,negative
850,Sorry I didn't make it to the book drive yesterday couldn't get outta work unhappy ,negative
851,yoongi come back unhappy ,negative
852,NOOOO in here is 6.45 ;_; I have classes at that time unhappy ,negative
853,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
854,Call Duration: Before sex: 01:47:36 After sex: 00:00:19 crying ,negative
855,this is jimin to yoongi unhappy  ,negative
856,I'm all fucked up right now unhappy ,negative
857,Definitely my arms unhappy  ,negative
858,Last day of the camp tomorrow,negative
859, it's been so much fun and I absolutely love the kids!! Don't want it to be over so soon unhappy ,negative
860,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
861,Think it would drive me mad once the synths and other robots turned up. unhappy ,negative
862,now i don%27t want to go camp unhappy ,negative
863,can I only pick one unhappy  ,negative
864,But I'm lonely. unhappy ,negative
865,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number for.. cont1,negative
866,Miss my friends unhappy ,negative
867,The one on the left? I couldn't see it unhappy ,negative
868,not applicablengarag not applicable this unhappy  ill find more wonu pictures soon alxmdkcsnx ,negative
869,please answer request.  unhappy ,negative
870,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
871,most painful thing ever is having feelings for someone you can't be with .. unhappy ,negative
872,No one is offering this poor old lady a seat unhappy ,negative
873,lexxxxxy unhappy  youre too nice to me instant message really not eek  ,negative
874,Why am I better at pen then pencil?dafaqcomonI just want to be a good drawer unhappy ,negative
875,mayes unhappy  .g,negative
876,Thanks for that! Little things like that really help when sleep starts hitting and you don't drink coffee or energy drinks unhappy ,negative
877,i miss them already unhappy  ,negative
878,Definitely my arms unhappy  ,negative
879,oh my god what the heck i'm so sorry! this was one of my favorites as well unhappy ,negative
880,Scout photobombed my bluebells photo sad  ,negative
881,Crap. Hailie won't be there. She has a school game and won't make it to Middleburg in time unhappy ,negative
882,Still NO sign - it's a very small area ( Gardens ) and it would be very obvious sad  quite a few eyes now ,negative
883, but no sign.,negative
884,My knee is similar colour to leny Henry's unhappy ,negative
885,Okey unhappy ,negative
886,In so much pain. My eye hurts unhappy  ,negative
887,Don't be buffalo unhappy ,negative
888,It's hard to imagine anyone but Robin unhappy  but still exciting nonetheless,negative
889,at least it's not 80 cad like here unhappy  (90 cad with Quebec taxes),negative
890,Ye... I will miss you unhappy ,negative
891,22 is old unhappy ,negative
892,Rl? Serius? ,negative
893,I feel so awful today unhappy  I don't want to go to my internship,negative
894,So I may be one of those workers who are not properly compensated unhappy ,negative
895,i love when people or message me w long messages about how beautiful they find joon like unhappy  yes i agree keep going,negative
896,today hasn't been great unhappy  ,negative
897,Used up a month's worth at Laugharne Weekend sad  (no wi-fi in small Carmarthenshire towns,negative
898, let alone for free!),negative
899,Today is 4-20 which is Hitler's birthday unhappy  ,negative
900,jungkook looks like he gives the biggest and warmest hugs unhappy  ,negative
901,Youngjae looked so sad in the video unhappy ,negative
902,babies unhappy  ,negative
903,I'll check that out... I was excited about the backup singers but they were way too backup unhappy ,negative
904,First round exit in 15 minutes followed by 45 of tech crying unhappy  ,negative
905,my puppies deserves all better unhappy  ,negative
906,resolve is sooo slow on my laptop,negative
907, i don't think i'll be ever to edit long videos here unhappy  i'll go try another editing software ,negative
908,I hate throwing up  unhappy ,negative
909,As Nani in lies unconscious,negative
910, never mind Khushi,negative
911, I know I'm not ready to say goodbye unhappy  So,negative
912, w,negative
913,:^) hello ,negative
914,He's not beating the two favourites here anyway so I'll stop caring about this match,negative
915, sob. unhappy ,negative
916,I feel like the 'only environments disable people' argument actually excludes many disabled people ,negative
917,this is jimin to yoongi unhappy  ,negative
918,Baaaper unhappy  ,negative
919,Roc Boyz sad  ,negative
920,Roc Boyz sad  ,negative
921,So,negative
922, last night I had a dream in which I moved to Japan and just so happened to see you! You denied my friendlies request. unhappy ,negative
923,SO PRECIOUS I REALLY MISS HIM unhappy   ,negative
924,Oh no unhappy  what are you like?!  Is it still in shops?,negative
925,aando uandhappy  i googled it the other day to read the meandu agaiand and it said it was a hoax,negative
926,Thank you unhappy  i need a certificate signed from God,negative
927,Hi Mahima! We share your concern unhappy  Please DM us your contact details so that we can get in touch for a detailed.. cont1,negative
928,talking about tattoos just makes me want my bb8 tattoo more and more but i'm so broke it makes me unhappy ,negative
929,Never want to finish desperate housewives what will I do with my life unhappy ,negative
930,Not surprised that I have the least amount of followers out of the whole cast sad  LOL,negative
931,Dear attendees,negative
932, I'm very jealous of you all unhappy  Please go see 18:40 - Green Room on Sat! ,negative
933,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,negative
934,Ok will do! I never had any problems with the old ticket app,negative
935, the new one just seems a bit unstable unhappy ,negative
936,We'd love to,negative
937, but customs mean we can't send food abroad unhappy  We do hope your other Birthday dreams come true,negative
938,,negative
939,freebet any sport except total mkets on handball,negative
940, basketball etc theyre all restrict.Threw ,negative
941,ikr!! unhappy  oki welcome sam ,negative
942,Speech-to-text doesnt understand my accent or Irish names unhappy ,negative
943,this is jimin to yoongi unhappy  ,negative
944,there are some rumors going around and videos of his performances on youtube have already been deleted.. ,negative
945,I've Just Wrote 30 Tweets About But Still Didn't Notice Me crying ,negative
946,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,negative
947,but why? unhappy ,negative
948,Definitely my arms unhappy  ,negative
949,you don't post much lately?  school unhappy  ,negative
950,U GUYS ARE NOT NOTICING ME unhappy ,negative
951,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
952,Sorry for being tired on stream. Will get some sleep and try be more fun tomorrow. Just wasn't feeling it tonight guys. Not,negative
953,just now I saw. But you did not reply unhappy ,negative
954,how to be you piss off crying  3,negative
955,My boo))): ,negative
956,how about me bes jup unhappy ,negative
957,Andy unhappy  ,negative
958,Lage unhappy ,negative
959,I have to wake up at 4:30 tomorrow so my body's gotten a head start by waking up at 4:30 every day this week unhappy ,negative
960,wish i had someone to  cuddle me right now unhappy ,negative
961,Hi Julie,negative
962, I'm so sorry to see your tweet unhappy  Please could you DM your address details? I will look i ,negative
963,I'm trying to stay positive but I can't help be jealous of princess Mia's life. All she does is cuddle and eat unhappy ,negative
964,Russell my phone is just 10% is there a possibility or a chance that you would notice me? unhappy  ,negative
965,Am away next Thursday unhappy  the one after!,negative
966,Peacefully sitting here reading my book after work,negative
967, watchman comes and threatens me,negative
968, assumes Im outsider because of my ,negative
969,oh shiiiiid noooooor unhappy  ,negative
970,Oh well never liked Clay anyway unhappy ,negative
971,unhappy  :/ unhappy   feeling sick,negative
972,Okay lang friend promise meant to be broken =( HAHAHAHA,negative
973,do you even care at all unhappy ,negative
974,One year ago today unhappy  ,negative
975,I MISSED YOU A WHOLE LOT unhappy  ,negative
976,I know how you feel,negative
977, my views have gone done by about 100 monthly unhappy ,negative
978,mane has been amazing unhappy ,negative
979,senior snaps are starting to get so senti aw unhappy ,negative
980,instant message still hoping unhappy  ,negative
981,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,negative
982,unhappy  sure,negative
983,One of my faves too unhappy  I'm tying to get it up on Vimeo so you guys can still watch it x,negative
984,dang guess my plans are ruined unhappy  ,negative
985,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
986,unhappy  But if there'll be 1 Silver-that'd be him!,negative
987,red velvet too unhappy  ,negative
988,my puppies deserves all better unhappy  ,negative
989,Che no critiques. unhappy ,negative
990,Feeling so shit today unhappy ,negative
991,beauty ,negative
992,I face swapped a cat with a dog and it's really upsetting unhappy  ,negative
993,Miss the rain unhappy ,negative
994,this is jimin to yoongi unhappy  ,negative
995,I'm just really soft spoken unhappy ,negative
996,PLAYMFS: need moodbooster juseyo unhappy  jily_jelly,negative
997,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
998,pake 3 unhappy ,negative
999,SO PRECIOUS I REALLY MISS HIM unhappy   ,negative
1000,Bells gone to daddies for to  days. Work  work work for me unhappy ,negative
1001,damn that's unfortunate for them unhappy ,negative
1002,Well that's my weekend viewing plans changed! unhappy ,negative
1003,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,negative
1004,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,negative
1005,When i got doubts about my summer happiness. Why zcc? unhappy ,negative
1006,Mmmmm I guess your not getting much acting work these days? You have too much time on your hands unhappy ,negative
1007,I wish I could say the gangs all here but Daniel's not in this picture. unhappy   Rantoul Twp High ,negative
1008,Oh no Andy unhappy ,negative
1009,This is what we have in front of us.,negative
1010,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,negative
1011,I'm sooooo sleepy unhappy ,negative
1012,Must Feel Like Shit When Men Can Stare Down The Barrel Of A Bong As They Spend Their Kid's Milk Money unhappy ,negative
1013,Alright. Looks like back to chores behind the scenes. My page hits drop to 1K daily when I don't visit and post. unhappy ,negative
1014,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number for us to.. cont1,negative
1015,Long time no chat sad ,negative
1016,Its not organicthey'll shoehorn it inbut plot  character developmentMCU netflix has lesWhat support ,negative
1017,miss you unhappy ,negative
1018,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
1019,When will 2NE1 reunite unhappy ,negative
1020,Bring back the ginger curls =(,negative
1021,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,negative
1022,  3 3 3 please unhappy  ,negative
1023,and he gave me his pass so like i think a while is never unhappy ,negative
1024,I work so much better there unhappy ,negative
1025, Hi Tharakaram! That's not the experience we want you to have unhappy  Please DM us your numbers so that we can get this.. cont1,negative
1026,This is so damn touching. unhappy  ,negative
1027,my puppies deserves all better unhappy  ,negative
1028,I want to be cuddled up having someone do that little back trace thing to put me to sleep unhappy ,negative
1029,You mean your voice changed? unhappy ,negative
1030,those nights you're sad in real life and cant sleep unhappy ,negative
1031,ohh normally I feel sick when I drink like 3-4 cups of coffee ,negative
1032, maybe coffee is not for you unhappy ,negative
1033,I miss you crying ,negative
1034,honestly college makes me want to curl up into a ball and cry for 3 days straight unhappy ,negative
1035,Huhu so lucky unhappy ,negative
1036,Weare are u? unhappy  ,negative
1037,Im just having one of those days where instant message like,negative
1038, Damn... this just Sucks! unhappy ,negative
1039,I've tried resetting everything,negative
1040, still strict,negative
1041, if I can't fix it soon I'll have to delay them until tomorrow unhappy ,negative
1042,You know what really upsets me? When a stranger on the internet isn't satisfied with the entertainment I provide him for,negative
1043,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number.. cont1,negative
1044,i want to meet you both so bad unhappy ,negative
1045,me want please unhappy ,negative
1046,In memoriam of Alea Starbridge unhappy  Your beautiful voice will never be forgotten. ,negative
1047,hawhaw crying  ,negative
1048,What dat? unhappy ,negative
1049,please read unhappy  ,negative
1050,I miss him so much unhappy ,negative
1051,Sorry. One bad egg has to embarrass the rest. unhappy ,negative
1052,I don't want to adult today.. it's my birthday unhappy ,negative
1053,I miss Temperance Brennan and Seeley Booth so much unhappy ,negative
1054,June 5 - June 16 unhappy  ,negative
1055,[thinks about how tfp soundwave is forever trapped in the void realm] unhappy ,negative
1056,get well really soon Jack unhappy ,negative
1057,32- for the love of a daughter crying  ,negative
1058,iiiiI WOULD LIKE A BOOOK !  fuck off unhappy  ,negative
1059,I'm so tired of pretending I'm not falling for you unhappy ,negative
1060,on the way,negative
1061, although i'll be a little late sad  ,negative
1062,More than just a picture unhappy  ,negative
1063,WUT I TOTALLY MISSED YOUR BDAY unhappy  Happy belated Birthday sweetheart,negative
1064,I hope it was great ,negative
1065,I love you waaaaay more baby unhappy  you're the sweetest and most adorable little angel,negative
1066, I'm so glad I have you ,negative
1067,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
1068,It's been a year haha unhappy ,negative
1069,guys this is really serious and i hope you don%27t judge me unhappy ,negative
1070,shouldn't keep Kenyans complaining on ,negative
1071,.I can't believe this hasn't been fixed yet,negative
1072, and I can't believe customer service just goes ,negative
1073,aw younhappy  i miss you too ,negative
1074,Aww I was trying to cheer you up unhappy ,negative
1075,FAMOUS sa facebook ,negative
1076, but in reality ALONE and LONELY  unhappy ,negative
1077,Sorry for no stream yesterday,negative
1078, I have a cold unhappy  we'll see how I feel today!,negative
1079,Wtf?! Where's the What is this boring show that's on?! When did this happen?? This is what happens when I close all week. unhappy ,negative
1080,Back at it again with the matemticas unhappy ,negative
1081,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
1082,IM HUNGRY unhappy ,negative
1083,I can't draw naked women crying ,negative
1084,Hi Ashish! We've an update regarding your concern but your number was switched off unhappy  Please share another suitable time.. cont1,negative
1085,U blackmailed me unhappy ,negative
1086,why am i not in aus with alisha unhappy  imagine the things we could be doing,negative
1087,When Jongin asked each members whether they have eaten and felt so wronged because they ate without him unhappy  ,negative
1088,instant message cramping sad ,negative
1089,I hate losing online friends unhappy  it's cruel when people deactivate unhappy  ,negative
1090,Guys please help me retweet unhappy  ,negative
1091,Pretty much only the Twitters and it doesn't really work out for me sad ,negative
1092,the only appropriate ones i have unhappy  ,negative
1093,:'(( well,negative
1094, at least in my case it has not yet completely broken tho,negative
1095, but how about yours? unhappy ,negative
1096,Nope unhappy ,negative
1097,I miss Temperance Brennan and Seeley Booth so much unhappy ,negative
1098,don%27t be surprised if you see me cry today,negative
1099, instant message in a lot of pain and the school doesnt allow my to have my pain meds unhappy ,negative
1100,oh jeez.  i didn't even try taking a crack at it because i expected the build to be so bad,negative
1101, ha  unhappy ,negative
1102,R.I.P Victoria Wood  heaven knows we're miserable now unhappy ,negative
1103,That was a FUN night! Sorry I missed last night unhappy  We really need to sync our calendars with and ,negative
1104,when will you notice me? unhappy  ,negative
1105,same unhappy  ,negative
1106, whats crazy is when i walked through them doors EVERY ADMINISTRATION + HER WAS THERE THAT NIGHT. so why are her a,negative
1107,and yet if parents invest in child's emotional education by taking child out of school on holiday early that's un ,negative
1108,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
1109,i want more orientation unhappy ,negative
1110,unhappy  they not ,negative
1111,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
1112,wish knock out lang talaga for the new school year are good and cooperative groupmates please unhappy ,negative
1113,i miss so much unhappy ,negative
1114,Same unhappy ,negative
1115,Hi instant message your friend  friend lang,negative
1116, hindi close friend? unhappy,negative
0,Pak PM survives removal scare,neutral
1, but court orders further probe into corruption charge. ,neutral
2,Supreme Court quashes criminal complaint against cricketer for allegedly depicting himself as on magazine cover.,neutral
3,Art of Living's fights back over Yamuna floodplain damage,neutral
4, livid. ,neutral
5,FCRA slap on NGO for lobbying...But was it doing so as part of govt campaign? ,neutral
6,Why doctors,neutral
7, pharma companies are opposing names on ,neutral
8,Why a bicycle and not a CM asked. His officer learnt ground reality -- and  a dip in a river. ,neutral
9,It's 2017. making law to ban And MHA is sitting on draft. ,neutral
10,Rivals govts unite to act against sex-determination tests. ,neutral
11,Haryana peasants demand justice for right to cattle trade. ,neutral
